run_id,policy,p_hot,load_frac,lam,budget_level,gamma,c,rep,trace_seed,warm_hot_count,t_warm,gate_waits,n_steady,hit_rate,agg_mean_ttft,hot_p99_ttft,hot_mean_ttft,cold_p99_ttft,cold_mean_ttft,hot_p95_ttft,cold_p95_ttft,hot_p99_wait,cold_p99_wait,hot_attainment,cold_attainment,fi,node_util_0,node_util_1,node_util_2,node_util_3,hot_node_id,hot_node_util,overload_any,cache_tokens_0,evictions_0,cache_tokens_1,evictions_1,cache_tokens_2,evictions_2,cache_tokens_3,evictions_3,replication_active,replication_kv_extra
e2_A_p0.9_c128_l0.80_L1_g1.0_r03,A,0.9,0.8,1.777777777777778,L1,1.0,128,3,1003,200,136.22137654049413,0,9770,0.45202263974759,1.5320868291858063,7.295271900798401,1.589390675377537,1.06201171875,0.9969477364429247,4.194585763362963,1.055078125,6.796912386815459,0.0,0.7541076487252124,1.0,0.7541076487252124,0.8076174738413253,0.05084944107059151,0.05222047678403944,0.06052607894111639,0,0.8076174738413253,False,7397.0,9070,6174.0,286,8116.0,290,6134.0,338,,
e2_A_p0.9_c128_l0.80_L1_g1.0_r04,A,0.9,0.8,1.777777777777778,L1,1.0,128,4,1004,200,122.74922440405741,0,9776,0.44684604718332127,1.3370233857208391,5.090520994343741,1.3770908420651016,1.06103515625,0.9993671648987463,3.4772919486586953,1.0556640625,4.591263100866633,0.0,0.8037532898500973,1.0,0.8037532898500973,0.7981131687435308,0.05401732937554249,0.05974287002232744,0.06333574579791179,0,0.7981131687435308,False,8154.0,8988,8129.0,303,6129.0,338,8181.0,353,,
e2_A_p0.9_c128_l0.80_L1_g1.0_r05,A,0.9,0.8,1.777777777777778,L1,1.0,128,5,1005,200,139.89340701541397,0,9767,0.4492817435081452,1.394893164780125,5.202152863238501,1.4395576433772124,1.0615234375,1.0006864537818885,3.6493244934491926,1.0553466796875,4.6763907190776575,0.0,0.783654394163912,1.0,0.783654394163912,0.7976663283464657,0.05913752702940438,0.052328033954140735,0.05747851299906349,0,0.7976663283464657,False,7142.0,9026,8157.0,334,8071.0,298,8120.0,324,,
e2_A_p0.9_c128_l0.80_L1_g1.0_r06,A,0.9,0.8,1.777777777777778,L1,1.0,128,6,1006,200,117.96215385007422,0,9773,0.45073371764425924,1.4585563401753547,5.778899059000818,1.5085610913196057,1.06171875,1.0000320247922754,3.734491451929645,1.0556640625,5.244096235105686,0.0,0.7599863822060826,1.0,0.7599863822060826,0.8064954788654117,0.05591126495176468,0.051813201042760416,0.056225540837382675,0,0.8064954788654117,False,8192.0,9060,8036.0,311,7872.0,293,6196.0,318,,
e2_A_p0.9_c128_l0.80_L1_g1.0_r07,A,0.9,0.8,1.777777777777778,L1,1.0,128,7,1007,200,125.98631628319609,0,9783,0.45049350724009063,1.6004969244902725,7.123116934352949,1.6664457828565489,1.06103515625,0.9992506624870734,4.455466740970323,1.056640625,6.607633698057931,0.0,0.7231170598911071,1.0,0.7231170598911071,0.8180616739849568,0.0505752068227504,0.05844052038114855,0.05932160032147546,0,0.8180616739849568,False,8024.0,9059,6470.0,281,8175.0,318,7969.0,324,,
e2_A_p0.9_c128_l0.80_L1_g1.0_r08,A,0.9,0.8,1.777777777777778,L1,1.0,128,8,1008,200,122.59354029375511,0,9772,0.4508519909510643,1.58205274114921,5.7012845862297645,1.6448901997580598,1.0615234375,1.0005589872442286,4.261989080714467,1.0556640625,5.194290973399813,0.0,0.711305136636807,1.0,0.711305136636807,0.8188640583168999,0.0529211340626351,0.05654445566141155,0.05632276394122162,0,0.8188640583168999,False,8134.0,9065,8172.0,294,7948.0,312,8093.0,310,,
e2_A_p0.9_c128_l0.80_L1_g1.0_r09,A,0.9,0.8,1.777777777777778,L1,1.0,128,9,1009,200,118.4895726775529,0,9777,0.4525963006465644,1.5561250859901528,6.114840640992174,1.6147030509136302,1.0615234375,0.9995400401114393,4.163477502927989,1.056640625,5.616657845723736,0.0,0.7240560705403573,1.0,0.7240560705403573,0.8157341635075558,0.05556884765879436,0.05392414825032165,0.05201645032999632,0,0.8157341635075558,False,8175.0,9087,6298.0,307,8009.0,301,6214.0,288,,
e2_A_p0.9_c128_l0.80_L1_g1.0_r10,A,0.9,0.8,1.777777777777778,L1,1.0,128,10,1010,200,140.1679122667503,0,9766,0.4518765140132946,1.4556957154048937,5.7398521456961475,1.5043446935095828,1.0615234375,0.9989128635410801,3.6721287415649044,1.05615234375,5.237090269125133,0.0,0.7629730342170858,1.0,0.7629730342170858,0.8223693300804215,0.053307759145436374,0.05313803967836827,0.05851089881779659,0,0.8223693300804215,False,8186.0,9067,8127.0,294,6137.0,297,6117.0,325,,
e2_A_p0.9_c128_l0.80_L2_g1.0_r01,A,0.9,0.8,1.777777777777778,L2,1.0,128,1,1001,200,111.41963627340546,0,9780,0.448519993754879,1.4262231681550235,5.082221321519393,1.4757073184805098,1.0609765625,0.9979630043805529,3.7109186987608345,1.05517578125,4.570397948672477,0.0,0.7667389072658835,1.0,0.7667389072658835,0.7935889842491467,0.058358292532657445,0.05562572891963994,0.0559046064748559,0,0.7935889842491467,False,3116.0,9026,4093.0,333,4064.0,315,2072.0,319,,
e2_A_p0.9_c128_l0.80_L2_g1.0_r02,A,0.9,0.8,1.777777777777778,L2,1.0,128,2,1002,200,120.78425505340469,0,9779,0.4513583873825657,1.5270699706800805,6.087345540481003,1.5838911061585768,1.06103515625,1.0002210601037291,4.135316756287651,1.056640625,5.5995301874040395,0.0,0.7395491106831313,1.0,0.7395491106831313,0.8095010948567231,0.05264436748558136,0.06008499758235947,0.052513106448483206,0,0.8095010948567231,False,3964.0,9072,2127.0,294,2133.0,334,2116.0,294,,
e2_A_p0.9_c128_l0.80_L2_g1.0_r03,A,0.9,0.8,1.777777777777778,L2,1.0,128,3,1003,200,136.22137654049413,0,9770,0.45202263974759,1.527986526902819,7.295271900798401,1.584851303898241,1.06201171875,0.9969477364429247,4.179867749658932,1.055078125,6.796912386815459,0.0,0.7556940509915014,1.0,0.7556940509915014,0.8077065193946416,0.058568671613890615,0.050680564628182836,0.05425771500035766,0,0.8077065193946416,False,3232.0,9071,2160.0,329,4009.0,291,4049.0,302,,
e2_A_p0.9_c128_l0.80_L2_g1.0_r04,A,0.9,0.8,1.777777777777778,L2,1.0,128,4,1004,200,122.74922440405741,0,9776,0.44684604718332127,1.335610971089735,5.012590219351304,1.375510825423189,1.06103515625,0.9993671648987463,3.4605234833447422,1.0556640625,4.544628953089773,0.0,0.802380135026891,1.0,0.802380135026891,0.7977928729339435,0.06089422739666401,0.057777614502551665,0.05874439910615329,0,0.7977928729339435,False,4032.0,8992,2026.0,345,4028.0,325,2125.0,331,,
e2_A_p0.9_c128_l0.80_L2_g1.0_r05,A,0.9,0.8,1.777777777777778,L2,1.0,128,5,1005,200,139.89340701541397,0,9767,0.4492817435081452,1.3878115274494502,5.154699745955174,1.4316999905076688,1.0610693359374999,1.0004538952464788,3.6048350654546075,1.05517578125,4.662883981041362,0.0,0.7846802690071811,1.0,0.7846802690071811,0.797940741360199,0.05773809524870314,0.05395397713241101,0.056977588587761106,0,0.797940741360199,False,3105.0,9031,2074.0,331,2080.0,308,3919.0,324,,
e2_A_p0.9_c128_l0.80_L2_g1.0_r06,A,0.9,0.8,1.777777777777778,L2,1.0,128,6,1006,200,117.96215385007422,0,9773,0.45073371764425924,1.4648989267906374,5.778899059000818,1.5155953740013075,1.06171875,1.0000320247922754,3.798884386069944,1.0556640625,5.244096235105686,0.0,0.7573763050385838,1.0,0.7573763050385838,0.805051908906804,0.05938719926706262,0.05244003057057501,0.05356634695287793,0,0.805051908906804,False,3956.0,9056,4028.0,337,1949.0,296,3882.0,303,,
e2_A_p0.9_c128_l0.80_L2_g1.0_r07,A,0.9,0.8,1.777777777777778,L2,1.0,128,7,1007,200,125.98631628319609,0,9783,0.45049350724009063,1.5925545872188498,7.123116934352949,1.6576322749701689,1.06103515625,0.9992506624870734,4.438079933034842,1.056640625,6.602156814185562,0.0,0.7261796733212341,1.0,0.7261796733212341,0.8187556274515807,0.05721447919130976,0.05433439762955795,0.05609449723788282,0,0.8187556274515807,False,3995.0,9068,3944.0,316,4021.0,300,2099.0,308,,
e2_A_p0.9_c128_l0.80_L2_g1.0_r08,A,0.9,0.8,1.777777777777778,L2,1.0,128,8,1008,200,122.59354029375511,0,9772,0.4508519909510643,1.5712875612019765,5.6632820449060635,1.632961711443697,1.0615234375,1.0005589872442286,4.251972287361537,1.0556640625,5.148168514298773,0.0,0.7159541898174396,1.0,0.7159541898174396,0.8176169640782537,0.055045239672351566,0.05439690102840491,0.05759330720315795,0,0.8176169640782537,False,3158.0,9062,2105.0,308,3852.0,303,3967.0,320,,
e2_A_p0.9_c128_l0.80_L2_g1.0_r09,A,0.9,0.8,1.777777777777778,L2,1.0,128,9,1009,200,118.4895726775529,0,9777,0.4525963006465644,1.566046520659205,6.114840640992174,1.6256686700363212,1.0615234375,0.9995400401114393,4.176627745067435,1.056640625,5.616657845723736,0.0,0.7200994799909564,1.0,0.7200994799909564,0.8168140716052239,0.04686171517059265,0.05345727907109192,0.06011054389975961,0,0.8168140716052239,False,3204.0,9099,2166.0,260,4056.0,296,3972.0,338,,
e2_A_p0.9_c128_l0.80_L2_g1.0_r10,A,0.9,0.8,1.777777777777778,L2,1.0,128,10,1010,200,140.1679122667503,0,9766,0.4518765140132946,1.4428850344170487,5.581706593914873,1.4901735507466618,1.0615234375,0.9988760502413416,3.6125185476918205,1.05615234375,5.053831524731379,0.0,0.7669385905279855,1.0,0.7669385905279855,0.8228548988262561,0.053046292125613674,0.05776953537385027,0.05365530139630264,0,0.8228548988262561,False,3974.0,9075,4045.0,296,2172.0,322,2072.0,300,,
e2_B_p0.5_c008_l0.50_L1_g1.0_r01,B,0.5,0.5,2.0,L1,1.0,8,1,1001,200,206.3298129144463,1,9588,0.24469512688581754,0.7686573471249138,0.8652319822904337,0.5130292435088241,1.4060283647928484,1.0133277243153294,0.5932016042304894,1.0824775328326264,0.3579767263008306,0.387232835318341,1.0,1.0,1.0,0.37193462519779696,0.3699476877230464,0.3787062686723509,0.36672742093477456,2,0.3787062686723509,False,7061.0,2499,6169.0,2481,8044.0,2542,8126.0,2460,,
e2_B_p0.5_c008_l0.50_L1_g1.0_r02,B,0.5,0.5,2.0,L1,1.0,8,2,1002,200,195.790524220554,4,9598,0.25658903464481103,0.7597888904098058,0.9339695876883253,0.5170359003140146,1.4052603165569222,1.0156327757557873,0.6218660276166931,1.106756374989709,0.43419614583680577,0.40502743568373145,1.0,1.0,1.0,0.37005040251738097,0.3760440838307556,0.36814291102607527,0.37049821388549226,1,0.3760440838307556,False,6914.0,2491,7083.0,2534,7258.0,2481,8183.0,2477,,
e2_B_p0.5_c008_l0.50_L1_g1.0_r03,B,0.5,0.5,2.0,L1,1.0,8,3,1003,200,214.6044064594461,5,9580,0.24999333043562227,0.7639235055115094,0.8930197161914741,0.5137633428456507,1.3711361514274534,1.0136662127536453,0.5859838803901312,1.0808910346592029,0.383457420012518,0.38248525439733483,1.0,1.0,1.0,0.37470292695763574,0.36869147504239624,0.3728393364618389,0.37821474401738275,3,0.37821474401738275,False,7073.0,2488,7392.0,2457,7083.0,2494,7297.0,2544,,
e2_B_p0.5_c008_l0.50_L1_g1.0_r05,B,0.5,0.5,2.0,L1,1.0,8,5,1005,200,220.78103468776118,2,9571,0.2469877055403027,0.7666079193894106,0.885548329867504,0.5130547968420572,1.388297213911722,1.0139334213829694,0.5877897368314962,1.0854300787858626,0.35663979360077747,0.37880827336905015,1.0,1.0,1.0,0.3634998469782978,0.37537547600516546,0.3695886311964699,0.37746185144704736,3,0.37746185144704736,False,7988.0,2464,8191.0,2528,8192.0,2487,7992.0,2504,,
e2_B_p0.5_c008_l0.50_L1_g1.0_r04,B,0.5,0.5,2.0,L1,1.0,8,4,1004,200,191.99505364552803,4,9621,0.24565340886604128,0.7689308549629913,0.8957734583335053,0.5146328058188441,1.4120972954070832,1.0146535560366736,0.5913153877478516,1.0645822620886973,0.3985139060666869,0.418674621351656,1.0,1.0,1.0,0.37751517941749874,0.3732320230499635,0.370205078876722,0.3764850535981573,0,0.37751517941749874,False,7164.0,2493,7410.0,2499,7379.0,2476,7922.0,2514,,
e2_B_p0.5_c008_l0.50_L1_g1.0_r06,B,0.5,0.5,2.0,L1,1.0,8,6,1006,200,176.55629721203664,1,9622,0.25616847584002217,0.7581804288794974,0.8608025615365692,0.5144839399481372,1.3786743307634652,1.014344868640857,0.5919387914905201,1.0947448585959592,0.3671871083373387,0.36652194057747006,1.0,1.0,1.0,0.36976169140994664,0.36640449261909064,0.3730201449185699,0.36851134573714184,2,0.3730201449185699,False,6285.0,2480,7417.0,2484,8137.0,2511,7834.0,2508,,
e2_B_p0.5_c008_l0.50_L1_g1.0_r07,B,0.5,0.5,2.0,L1,1.0,8,7,1007,200,193.9793409646256,1,9626,0.24714507599589777,0.7668090905999065,0.8251206715757968,0.5130718611163292,1.383333245328679,1.0149158247507888,0.5759032317778616,1.109765485473963,0.3266435176672441,0.3832222633118364,1.0,1.0,1.0,0.38331824665981407,0.3795385321539188,0.3788260296491142,0.38011583241388974,0,0.38331824665981407,False,7385.0,2517,7154.0,2493,7157.0,2472,8017.0,2502,,
e2_B_p0.5_c008_l0.50_L1_g1.0_r08,B,0.5,0.5,2.0,L1,1.0,8,8,1008,200,182.40317844465602,0,9605,0.24471227570398993,0.771649827123193,0.9488940869045382,0.5184144749193579,1.361673987011365,1.0148074459229979,0.6176940254367767,1.0941151903395963,0.4586219862282997,0.3671641213771637,1.0,1.0,1.0,0.38323219054011065,0.3798279744434801,0.3780346245300565,0.37911030733640944,0,0.38323219054011065,False,6310.0,2528,7997.0,2519,8099.0,2478,7133.0,2460,,
e2_B_p0.5_c008_l0.50_L1_g1.0_r09,B,0.5,0.5,2.0,L1,1.0,8,9,1009,200,181.21996335135046,1,9608,0.2471413844555986,0.7678340823964291,0.9018347628648825,0.5154547566343421,1.3860231771262965,1.0142946171408496,0.6144699652924825,1.1026470921551663,0.4041513654891832,0.37876357534623734,1.0,1.0,1.0,0.38603914959373725,0.37354173554510844,0.3734014960959809,0.3761901820022504,0,0.38603914959373725,False,8155.0,2554,7145.0,2456,8176.0,2468,7087.0,2504,,
e2_B_p0.5_c008_l0.50_L1_g1.0_r10,B,0.5,0.5,2.0,L1,1.0,8,10,1010,200,229.74063560613482,4,9567,0.25321279090841303,0.7603172294496578,0.8759291529401545,0.5133783993106218,1.3641434006145983,1.0136883925211593,0.5722290731268005,1.0836888353645235,0.3595639570463575,0.3677983652805278,1.0,1.0,1.0,0.3784998557823644,0.37844361966099754,0.3774248791448476,0.3812448300445994,3,0.3812448300445994,False,6204.0,2478,8118.0,2488,8103.0,2503,6250.0,2515,,
e2_B_p0.5_c008_l0.50_L2_g1.0_r01,B,0.5,0.5,2.0,L2,1.0,8,1,1001,200,206.3298129144463,1,9588,0.24469512688581754,0.7686573471249138,0.8652319822904337,0.5130292435088241,1.4060283647928484,1.0133277243153294,0.5932016042304894,1.0824775328326264,0.3579767263008306,0.387232835318341,1.0,1.0,1.0,0.37574121606798433,0.37321439356221586,0.3619924887222177,0.37636790417555105,3,0.37636790417555105,False,3038.0,2524,3095.0,2487,3058.0,2449,3229.0,2533,,
e2_B_p0.5_c008_l0.50_L2_g1.0_r02,B,0.5,0.5,2.0,L2,1.0,8,2,1002,200,195.790524220554,4,9598,0.25658903464481103,0.7597888904098058,0.9339695876883253,0.5170359003140146,1.4052603165569222,1.0156327757557873,0.6218660276166931,1.106756374989709,0.43419614583680577,0.40502743568373145,1.0,1.0,1.0,0.371373310663839,0.37479596333279547,0.3660608472791727,0.37250548998389693,1,0.37479596333279547,False,4013.0,2480,4010.0,2514,3917.0,2501,3086.0,2497,,
e2_B_p0.5_c008_l0.50_L2_g1.0_r03,B,0.5,0.5,2.0,L2,1.0,8,3,1003,200,214.6044064594461,5,9580,0.24999333043562227,0.7639235055115094,0.8930197161914741,0.5137633428456507,1.3711361514274534,1.0136662127536453,0.5859838803901312,1.0808910346592029,0.383457420012518,0.38248525439733483,1.0,1.0,1.0,0.3769971903749876,0.36664311071244526,0.37119673792169045,0.3796114434701303,3,0.3796114434701303,False,3166.0,2503,4051.0,2471,2171.0,2491,4008.0,2528,,
e2_B_p0.5_c008_l0.50_L2_g1.0_r04,B,0.5,0.5,2.0,L2,1.0,8,4,1004,200,191.99505364552803,4,9621,0.24565340886604128,0.7689308549629913,0.8957734583335053,0.5146328058188441,1.4120972954070832,1.0146535560366736,0.5913153877478516,1.0645822620886973,0.3985139060666869,0.418674621351656,1.0,1.0,1.0,0.3829921439835836,0.37234087256656456,0.36805961405941645,0.37404470433277676,0,0.3829921439835836,False,3070.0,2545,3117.0,2505,3922.0,2480,3126.0,2462,,
e2_B_p0.5_c008_l0.50_L2_g1.0_r05,B,0.5,0.5,2.0,L2,1.0,8,5,1005,200,220.78103468776118,2,9571,0.2469877055403027,0.7666079193894106,0.885548329867504,0.5130547968420572,1.388297213911722,1.0139334213829694,0.5877897368314962,1.0854300787858626,0.35663979360077747,0.37880827336905015,1.0,1.0,1.0,0.3724485996464743,0.3710548491282952,0.37026158658234554,0.3721607702698655,0,0.3724485996464743,False,4072.0,2516,3005.0,2494,4011.0,2490,3112.0,2494,,
e2_B_p0.5_c008_l0.50_L2_g1.0_r06,B,0.5,0.5,2.0,L2,1.0,8,6,1006,200,176.55629721203664,1,9622,0.25616847584002217,0.7581804288794974,0.8608025615365692,0.5144839399481372,1.3786743307634652,1.014344868640857,0.5919387914905201,1.0947448585959592,0.3671871083373387,0.36652194057747006,1.0,1.0,1.0,0.3746128149411639,0.3715587712906707,0.3592541318407513,0.37227195661216306,0,0.3746128149411639,False,3167.0,2525,2994.0,2531,4055.0,2427,3046.0,2511,,
e2_B_p0.5_c008_l0.50_L2_g1.0_r07,B,0.5,0.5,2.0,L2,1.0,8,7,1007,200,193.9793409646256,1,9626,0.24714507599589777,0.7668090905999065,0.8251206715757968,0.5130718611163292,1.383333245328679,1.0149158247507888,0.5759032317778616,1.109765485473963,0.3266435176672441,0.3832222633118364,1.0,1.0,1.0,0.3825980595260095,0.3829592822028807,0.37587669364411674,0.3803646055037299,1,0.3829592822028807,False,3030.0,2513,3092.0,2507,3115.0,2481,3970.0,2493,,
e2_B_p0.5_c008_l0.50_L2_g1.0_r08,B,0.5,0.5,2.0,L2,1.0,8,8,1008,200,182.40317844465602,0,9605,0.24471227570398993,0.771649827123193,0.9488940869045382,0.5184144749193579,1.361673987011365,1.0148074459229979,0.6176940254367767,1.0941151903395963,0.4586219862282997,0.3671641213771637,1.0,1.0,1.0,0.3784218785188861,0.37854936155058366,0.389167972245344,0.374065884535243,2,0.389167972245344,False,3061.0,2472,3057.0,2507,3925.0,2566,3017.0,2449,,
e2_B_p0.5_c008_l0.50_L2_g1.0_r09,B,0.5,0.5,2.0,L2,1.0,8,9,1009,200,181.21996335135046,1,9608,0.2471413844555986,0.7678340823964291,0.9018347628648825,0.5154547566343421,1.3860231771262965,1.0142946171408496,0.6144699652924825,1.1026470921551663,0.4041513654891832,0.37876357534623734,1.0,1.0,1.0,0.3822219051695936,0.3718532566543414,0.3779331871323222,0.3771642142808199,0,0.3822219051695936,False,3054.0,2522,2116.0,2450,2948.0,2505,3977.0,2518,,
e2_B_p0.5_c008_l0.65_L1_g1.0_r01,B,0.5,0.65,2.6,L1,1.0,8,1,1001,200,158.92245066657367,12,9588,0.24469512688581754,0.7897703648073325,1.0400883874186726,0.5339672844689168,1.5937731406794204,1.0346082181869674,0.7990667342965702,1.2758136090989747,0.5300698859611657,0.5907109338217155,1.0,1.0,1.0,0.4803039283648836,0.49105862233758446,0.4768212897762358,0.4852973468655275,1,0.49105862233758446,False,6225.0,2490,7105.0,2515,8165.0,2473,7981.0,2504,,
e2_B_p0.5_c008_l0.65_L1_g1.0_r02,B,0.5,0.65,2.6,L1,1.0,8,2,1002,200,150.72663521773384,23,9597,0.25661650487017745,0.7817589054885389,1.1328426689468984,0.5383198650033463,1.5992047083893441,1.0383807536027456,0.8146339942300075,1.2973895236603308,0.6144570594677962,0.5856998238945524,1.0,0.9997859589041096,0.9997859589041096,0.4795537876455183,0.4825632492731629,0.4893939269393967,0.47862777810812335,2,0.4893939269393967,False,8122.0,2469,7162.0,2519,7107.0,2488,7041.0,2507,,
e2_B_p0.5_c008_l0.50_L2_g1.0_r10,B,0.5,0.5,2.0,L2,1.0,8,10,1010,200,229.74063560613482,4,9567,0.25321279090841303,0.7603172294496578,0.8759291529401545,0.5133783993106218,1.3641434006145983,1.0136883925211593,0.5722290731268005,1.0836888353645235,0.3595639570463575,0.3677983652805278,1.0,1.0,1.0,0.37999068260939145,0.37933566448410777,0.37569019259821035,0.3805966449410994,3,0.3805966449410994,False,2871.0,2501,4037.0,2482,2112.0,2503,3023.0,2507,,
e2_B_p0.5_c008_l0.65_L1_g1.0_r03,B,0.5,0.65,2.6,L1,1.0,8,3,1003,200,165.1936690313047,23,9580,0.24999333043562227,0.78617561124792,1.0953759855950904,0.5370828542355971,1.5548588927449962,1.0348526940724876,0.7916575176585923,1.2834006886318312,0.585479154842676,0.5555337978605984,1.0,0.999165623696287,0.999165623696287,0.48855917590686326,0.4865434722266462,0.4883144572786614,0.4792820518961901,0,0.48855917590686326,False,7267.0,2505,7354.0,2536,7106.0,2487,6192.0,2456,,
e2_B_p0.5_c008_l0.65_L1_g1.0_r04,B,0.5,0.65,2.6,L1,1.0,8,4,1004,200,147.8016338138677,39,9621,0.24565340886604128,0.7905151464060745,1.069000917568982,0.5359983934737785,1.6279593176856724,1.036449176216803,0.7794521504549147,1.292601805227923,0.5538142811657875,0.6283782993968633,1.0,0.9983650112405478,0.9983650112405478,0.48196301353583976,0.48633822979640035,0.4846167196393952,0.4937636001738348,3,0.4937636001738348,False,7300.0,2465,8083.0,2503,7249.0,2482,7339.0,2531,,
e2_B_p0.5_c008_l0.65_L1_g1.0_r05,B,0.5,0.65,2.6,L1,1.0,8,5,1005,200,169.93849873818166,15,9571,0.2469877055403027,0.7878463151856071,1.0691070598115857,0.5340381900608512,1.6071514501214834,1.0354205565353691,0.7792361132366068,1.285718843079576,0.5702088579607221,0.6046833609393283,1.0,0.9993808049535604,0.9993808049535604,0.4792054807813608,0.4875931386681366,0.47804964937828653,0.48675649160914103,1,0.4875931386681366,False,7081.0,2471,6170.0,2516,6940.0,2485,6303.0,2514,,
e2_B_p0.5_c008_l0.65_L1_g1.0_r06,B,0.5,0.65,2.6,L1,1.0,8,6,1006,200,135.92532928570125,15,9622,0.25616847584002217,0.7798422334035172,1.0576183718529817,0.536523672377014,1.537967179851308,1.0356094097884434,0.7973997541832887,1.2862992618753424,0.5510603454194544,0.5313247085064632,1.0,0.9997868258367086,0.9997868258367086,0.4835695791908667,0.4808728953664935,0.4794232231196869,0.47701304801134614,0,0.4835695791908667,False,8147.0,2507,6296.0,2515,7965.0,2501,6388.0,2461,,
e2_B_p0.5_c008_l0.65_L1_g1.0_r07,B,0.5,0.65,2.6,L1,1.0,8,7,1007,200,149.32282538144278,21,9626,0.24714507599589777,0.7901862243243142,1.044518624531429,0.5361380371685976,1.55146752674415,1.0385970159154494,0.7648505353675078,1.3005774677399582,0.5362865042522766,0.5548631912420435,1.0,0.9997945346209164,0.9997945346209164,0.49319875031298677,0.49659782542835407,0.4972719373499755,0.4911851751596656,2,0.4972719373499755,False,7878.0,2504,7148.0,2518,7163.0,2480,7308.0,2482,,
e2_B_p0.5_c008_l0.65_L1_g1.0_r08,B,0.5,0.65,2.6,L1,1.0,8,8,1008,200,140.42360631560078,26,9605,0.24471227570398993,0.7959921175659627,1.1474987143813815,0.5435615155688519,1.5575552277454088,1.0383770119325761,0.8213238121645647,1.2982021721280377,0.6520468078189151,0.5601844949775865,1.0,0.9997959183673469,0.9997959183673469,0.49202340503817804,0.5000115850041975,0.4954957409360978,0.48867346738589446,1,0.5000115850041975,False,7226.0,2483,6987.0,2519,7018.0,2534,8127.0,2449,,
e2_B_p0.5_c008_l0.65_L1_g1.0_r09,B,0.5,0.65,2.6,L1,1.0,8,9,1009,200,139.5131028183465,29,9608,0.2471413844555986,0.791175398350491,1.089835220108898,0.5383506178861823,1.5998995337756465,1.0380709410092184,0.781680041220511,1.3019122755063108,0.5879798624466228,0.6038702507288649,1.0,0.9997942810121374,0.9997942810121374,0.4850837083472371,0.4925437441165766,0.49673172512417896,0.487559875801161,2,0.49673172512417896,False,7310.0,2471,7007.0,2501,6252.0,2517,6862.0,2495,,
e2_B_p0.5_c008_l0.65_L1_g1.0_r10,B,0.5,0.65,2.6,L1,1.0,8,10,1010,200,177.0831286513537,11,9566,0.25323907987881755,0.7813439031046117,1.0477719307936435,0.5344105518793245,1.5369125970870317,1.0347631123159051,0.7805651681323071,1.2829313297288536,0.550324351218438,0.5475774769051448,1.0,0.9997881804702393,0.9997881804702393,0.4991525317629739,0.4878696479235827,0.4938833595359162,0.489368258765193,0,0.4991525317629739,False,7077.0,2506,7310.0,2469,8122.0,2526,6239.0,2483,,
e2_B_p0.5_c008_l0.65_L2_g1.0_r01,B,0.5,0.65,2.6,L2,1.0,8,1,1001,200,158.92245066657367,12,9588,0.24469512688581754,0.7897703648073325,1.0400883874186726,0.5339672844689168,1.5937731406794204,1.0346082181869674,0.7990667342965702,1.2758136090989747,0.5300698859611657,0.5907109338217155,1.0,1.0,1.0,0.48558760880256363,0.4775648993176877,0.48147567340688757,0.48885300581709246,3,0.48885300581709246,False,3207.0,2527,3933.0,2475,3038.0,2485,3051.0,2506,,
e2_B_p0.5_c008_l0.65_L2_g1.0_r02,B,0.5,0.65,2.6,L2,1.0,8,2,1002,200,150.72663521773384,23,9597,0.25661650487017745,0.7817589054885389,1.1328426689468984,0.5383198650033463,1.5992047083893441,1.0383807536027456,0.8146339942300075,1.2973895236603308,0.6144570594677962,0.5856998238945524,1.0,0.9997859589041096,0.9997859589041096,0.4824536076303615,0.4868458815803651,0.4812014505499302,0.4796378022055444,1,0.4868458815803651,False,3963.0,2493,1983.0,2541,3037.0,2480,3985.0,2479,,
e2_B_p0.5_c008_l0.65_L2_g1.0_r03,B,0.5,0.65,2.6,L2,1.0,8,3,1003,200,165.1936690313047,23,9580,0.24999333043562227,0.78617561124792,1.0953759855950904,0.5370828542355971,1.5548588927449962,1.0348526940724876,0.7916575176585923,1.2834006886318312,0.585479154842676,0.5555337978605984,1.0,0.999165623696287,0.999165623696287,0.48593106917845513,0.4849578499310324,0.4856175384970543,0.48619269970181894,3,0.48619269970181894,False,3225.0,2505,3080.0,2501,3166.0,2485,2997.0,2503,,
e2_B_p0.5_c008_l0.65_L2_g1.0_r04,B,0.5,0.65,2.6,L2,1.0,8,4,1004,200,147.8016338138677,39,9621,0.24565340886604128,0.7905151464060745,1.069000917568982,0.5359983934737785,1.6279593176856724,1.036449176216803,0.7794521504549147,1.292601805227923,0.5538142811657875,0.6283782993968633,1.0,0.9983650112405478,0.9983650112405478,0.48589841080454443,0.48536697787454136,0.4884821067131592,0.486934067753225,2,0.4884821067131592,False,4071.0,2487,3070.0,2490,3126.0,2526,2992.0,2489,,
e2_B_p0.5_c008_l0.65_L2_g1.0_r06,B,0.5,0.65,2.6,L2,1.0,8,6,1006,200,135.92532928570125,15,9622,0.25616847584002217,0.7798422334035172,1.0576183718529817,0.536523672377014,1.537967179851308,1.0356094097884434,0.7973997541832887,1.2862992618753424,0.5510603454194544,0.5313247085064632,1.0,0.9997868258367086,0.9997868258367086,0.4823768025952428,0.47283878190615064,0.48482904252257164,0.4808341186644282,2,0.48482904252257164,False,3900.0,2496,3149.0,2467,3167.0,2526,3046.0,2505,,
